"12341557,""The Wind Through the Keyhole (The Dark Tower, #8)"",Stephen King,""King, Stephen"",Jae Lee,""="""""""""",""="""""""""",0,4.15,Scribner,Kindle Edition,322,2012,2012,,2012/12/07,to-read,to-read (#2),to-read,,,,0,,,0,,,,,";
"6356190,""The Little Sisters of Eluria (The Dark Tower, #0.5)"",Stephen King,""King, Stephen"",Michael Whelan,""=""""1880418738"""""",""=""""9781880418734"""""",0,4.23,""Donald M. Grant Publisher, Inc."",Hardcover,312,2008,2008,,2012/12/07,to-read,to-read (#1),to-read,,,,0,,,0,,,,,";
"4407,""American Gods (American Gods, #1)"",Neil Gaiman,""Gaiman, Neil"",,""=""""0747263744"""""",""=""""9780747263746"""""",4,4.11,Headline Review,Paperback,635,2005,2001,2012/11/22,2012/11/08,,,read,,,,1,,,0,,,,,";
"1617,Night (The Night Trilogy #1),Elie Wiesel,""Wiesel, Elie"",Marion Wiesel,""=""""0374500010"""""",""=""""9780374500016"""""",5,4.30,Hill & Wang,Paperback,120,2006,1958,,2012/10/22,,,read,,,,1,,,0,,,,,";
"11989,The Plague,Albert Camus,""Camus, Albert"",Stuart Gilbert,""=""""0679720219"""""",""=""""9780679720218"""""",4,3.97,Vintage International,Paperback,308,1991,1947,,2012/11/04,,,read,,,,1,,,0,,,,,";
"7624,Lord of the Flies,William Golding,""Golding, William"",,""=""""0140283331"""""",""=""""9780140283334"""""",4,3.65,Penguin Books ,Paperback,182,1999,1954,2012/10/22,2012/10/19,,,read,,,,1,,,0,,,,,";
"1531209,The Jonah Kit,Ian Watson,""Watson, Ian"",,""=""""0575073896"""""",""=""""9780575073890"""""",2,3.15,Gollancz,Paperback,224,2002,1975,2012/10/19,2012/09/22,,,read,,,,1,,,0,,,,,";
"11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,""Kyle, Chris"",""Scott McEwen, Jim DeFelice"",""=""""0062107062"""""",""=""""9780062107060"""""",4,3.97,HarperCollins,Paperback,528,2012,2012,2012/10/19,2012/09/22,,,read,,,,1,,,0,,,,,";
"15581,Ferdydurke,Witold Gombrowicz,""Gombrowicz, Witold"",Danuta Borchardt,""=""""0300082401"""""",""=""""9780300082401"""""",5,3.85,Yale University Press,Paperback,320,2000,1937,,2012/10/08,,,read,,,,1,,,0,,,,,";
"348,The Door Into Summer,Robert A. Heinlein,""Heinlein, Robert A."",,""=""""0345413997"""""",""=""""9780345413994"""""",4,4.00,Del Rey,Paperback,304,1997,1957,,2012/09/28,,,read,,,,1,,,0,,,,,";
"176853,Masters of Fantasy,Bill Fawcett,""Fawcett, Bill"",""Brian M. Thomsen, Jeff Easlty, Janny Wurts"",""=""""0743488229"""""",""=""""9780743488228"""""",3,3.21,Baen Books,Hardcover,376,2004,2004,,2012/09/28,,,read,,,,1,,,0,,,,,";
"5558786,Metro 2033 (Metro #1),Dmitry Glukhovsky,""Glukhovsky, Dmitry"",M. David Drevs,""=""""3453532988"""""",""=""""9783453532984"""""",5,3.98,Heyne Verlag,Paperback,764,2008,2005,2012/09/27,2012/09/22,,,read,,,,1,,,0,,,,,";
"472343,Duma Key,Stephen King,""King, Stephen"",,""=""""1416552510"""""",""=""""9781416552512"""""",3,3.93,Scribner,Hardcover,611,2008,2008,,2012/09/08,,,read,,,,1,,,0,,,,,";
"10614,Misery,Stephen King,""King, Stephen"",,""=""""0450417395"""""",""=""""9780450417399"""""",5,4.12,New English Library,Paperback,370,1988,1987,,2012/09/08,,,read,,,,1,,,0,,,,,";
"368755,The Johnny Maxwell Trilogy,Terry Pratchett,""Pratchett, Terry"",,""=""""0385600801"""""",""=""""9780385600804"""""",5,4.09,Doubleday Children's Books,Hardcover,560,1999,1998,,2012/06/21,,,read,,,,1,,,0,,,,,";
"64385,""Johnny and the Bomb (Johnny Maxwell, #3)"",Terry Pratchett,""Pratchett, Terry"",,""=""""0060541911"""""",""=""""9780060541910"""""",5,3.80,HarperCollins,Hardcover,246,2007,1996,,2012/06/21,,,read,,,,1,,,0,,,,,";
"8785374,""Snuff (Discworld, #39";" City Watch #8)"",Terry Pratchett,""Pratchett, Terry"",,""=""""038561926X"""""",""=""""9780385619264"""""",5,4.15,Doubleday UK,Hardcover,378,2011,2011,,2012/06/21,,,read,,,,1,,,0,,,,,"
"51504,Post Office,Charles Bukowski,""Bukowski, Charles"",,""=""""0876850867"""""",""=""""9780876850862"""""",4,4.00,Ecco,Paperback,208,2002,1971,,2012/06/01,,,read,,,,1,,,0,,,,,";
"62530,""Thud! (Discworld, #34";" City Watch #7)"",Terry Pratchett,""Pratchett, Terry"",,""=""""0552152676"""""",""=""""9780552152679"""""",5,4.29,Corgi,Paperback,439,2006,2006,,2012/06/01,,,read,,,,1,,,0,,,,,"
"149847,Mort: The Play,Terry Pratchett,""Pratchett, Terry"",Stephen Briggs,""=""""0552144290"""""",""=""""9780552144292"""""",5,4.29,Transworld Publishers,Paperback,167,1996,1996,,2012/06/01,,,read,,,,1,,,0,,,,,";
"5297,The Picture of Dorian Gray,Oscar Wilde,""Wilde, Oscar"",Jeffrey Eugenides,""=""""0375751513"""""",""=""""9780375751516"""""",5,4.06,Random House: Modern Library,Paperback,254,1998,1890,,2012/06/01,,,read,,,,1,,,0,,,,,";
"5107,The Catcher in the Rye,J.D. Salinger,""Salinger, J.D."",,""=""""0316769177"""""",""=""""9780316769174"""""",4,3.79,Back Bay Books,Paperback,277,2001,1951,,2012/06/01,,,read,,,,1,,,0,,,,,";
"283867,""Lord of the Clans (WarCraft, #2)"",Christie Golden,""Golden, Christie"",,""=""""0743426908"""""",""=""""9780743426909"""""",5,4.10,Pocket Books,Mass Market Paperback,278,2001,2001,,2012/06/01,,,read,,,,1,,,0,,,,,";
"283866,""The Last Guardian (WarCraft, #3)"",Jeff Grubb,""Grubb, Jeff"",,""=""""0671041517"""""",""=""""9780671041519"""""",5,3.98,Pocket Books/Star Trek,Paperback,320,2001,2001,,2012/06/01,,,read,,,,1,,,0,,,,,";
"279545,""The Demon Soul (WarCraft: War of the Ancients, #2)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""0743471202"""""",""=""""9780743471206"""""",5,4.03,Pocket Star,Paperback,384,2004,2007,,2012/06/01,,,read,,,,1,,,0,,,,,";
"279583,""The Well of Eternity (WarCraft: War of the Ancients, #1)"",Richard A. Knaak,""Knaak, Richard A."",,""="""""""""",""=""""9780743471190"""""",5,3.99,Pocket Star,Paperback,384,2004,2004,,2012/06/01,,,read,,,,1,,,0,,,,,";
"279562,""The Sundering (WarCraft: War of the Ancients, #3)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""0743471210"""""",""=""""9780743471213"""""",5,4.12,Pocket Star,Mass Market Paperback,384,2005,2005,,2012/06/01,,,read,,,,1,,,0,,,,,";
"100427,""Day of the Dragon (WarCraft, #1)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""0671041525"""""",""=""""9780671041526"""""",5,3.79,Pocket Books,Mass Market Paperback,378,2001,2001,,2012/06/01,,,read,,,,1,,,0,,,,,";
"7205214,""Assassin's Creed: Renaissance (Assassin's Creed, #1)"",Oliver Bowden,""Bowden, Oliver"",,""=""""0718156021"""""",""=""""9780718156022"""""",4,3.74,Ace,Paperback,516,2009,2009,,2012/06/01,,,read,,,,1,,,0,,,,,";
"5750026,Ani słowa prawdy (Opowieści o Arivaldzie z Wybrzeża),Jacek Piekara,""Piekara, Jacek"",,""=""""8389595230"""""",""="""""""""",4,3.85,Agencja Wydawnicza Runa,Paperback,448,2005,2000,,2012/06/01,,,read,,,,1,,,0,,,,,";
"5750026,Ani słowa prawdy (Opowieści o Arivaldzie z Wybrzeża),Adam Mickiewicz,""Piekara, Jacek"",,""=""""8389595230"""""",""="""""""""",4,3.85,Agencja Wydawnicza Runa,Paperback,448,2005,2000,,2012/06/01,,,read,,,,1,,,0,,,,,";
